num_of_innings,total_runs,opponent_runs,game_id,game_date,game_location,game_attendance,is_top,team,season,opponent_innings_played,opponent,full_game_runs,opponent_full_game_runs,average_fgr,average_fgr_allowed,win_percentage,is_sec_matchup,sec_win_percentage,sec_average_fgr,sec_average_fgr_allowed,lag_average_fgr,lag_average_fgr_allowed,lag_win_percentage,lag_sec_win_percentage,lag_sec_average_fgr,lag_sec_average_fgr_allowed,game_count,is_power_5,most_recent_era,days_since_era_update,ly_era,conference
7,5,2,1693326,2019-05-05,"Columbia, Mo.",1611,1,South Carolina,2019,7,Missouri,5,2,7.27,3.62,0.69,1,0.69,7.27,3.62,7.32,3.65,0.69,0.69,7.32,3.65,52,1,3.3,5,3.73,SEC
7,2,5,1693326,2019-05-05,"Columbia, Mo.",1611,0,Missouri,2019,7,South Carolina,2,5,6.3,4.06,0.59,1,0.59,6.3,4.06,6.38,4.05,0.6,0.6,6.38,4.05,54,1,2.94,5,2.1,SEC
10,6,4,1693311,2019-05-05,"Knoxville, Tenn.",2154,1,Texas A&M,2019,10,Tennessee,4.2,2.8,5.91,5.05,0.54,1,0.54,5.91,5.05,5.95,5.09,0.53,0.53,5.95,5.09,52,1,2.32,5,2.48,SEC
10,4,6,1693311,2019-05-05,"Knoxville, Tenn.",2154,0,Tennessee,2019,10,Texas A&M,2.8,4.2,8.18,2.55,0.75,1,0.75,8.18,2.55,8.29,2.52,0.76,0.76,8.29,2.52,52,1,3.9,5,2.22,SEC
7,5,1,1693343,2019-05-05,"Baton Rouge, La.",2604,1,Alabama,2019,7,LSU,5,1,7.82,2.17,0.89,1,0.89,7.82,2.17,7.87,2.19,0.89,0.89,7.87,2.19,56,1,2.46,5,1.57,SEC
7,1,5,1693343,2019-05-05,"Baton Rouge, La.",2604,0,LSU,2019,7,Alabama,1,5,8.11,3.12,0.73,1,0.73,8.11,3.12,8.24,3.09,0.74,0.74,8.24,3.09,55,0,1.98,5,2.44,SEC
7,5,6,1731308,2019-05-08,"College Station, TX",235,1,South Carolina,2019,7,Florida,5,6,7.23,3.67,0.68,1,0.68,7.23,3.67,7.27,3.62,0.69,0.69,7.27,3.62,53,1,1.8,8,1.43,SEC
7,6,5,1731308,2019-05-08,"College Station, TX",235,0,Florida,2019,7,South Carolina,6,5,5.75,2.22,0.73,1,0.73,5.75,2.22,5.75,2.16,0.73,0.73,5.75,2.16,56,1,2.94,8,2.1,SEC
7,3,0,1731309,2019-05-08,"College Station, TX",1579,1,Auburn,2019,7,Missouri,3,0,6.94,3.41,0.67,1,0.67,6.94,3.41,7.01,3.47,0.66,0.66,7.01,3.47,54,1,3.3,8,3.73,SEC
7,0,3,1731309,2019-05-08,"College Station, TX",1579,0,Missouri,2019,7,Auburn,0,3,6.19,4.04,0.58,1,0.58,6.19,4.04,6.3,4.06,0.59,0.59,6.3,4.06,55,1,2.74,8,1.37,SEC
7,2,3,1731307,2019-05-08,"College Station, TX",325,1,Texas A&M,2019,6,Mississippi St.,2,3.5,5.84,5.02,0.53,1,0.53,5.84,5.02,5.91,5.05,0.54,0.54,5.91,5.05,53,1,3.22,8,2.06,SEC
6,3,2,1731307,2019-05-08,"College Station, TX",325,0,Mississippi St.,2019,7,Texas A&M,3.5,2,6.45,4.67,0.62,1,0.62,6.45,4.67,6.5,4.72,0.62,0.62,6.5,4.72,53,1,3.9,8,2.22,SEC
7,3,0,1731312,2019-05-09,"College Station, TX",0,1,Florida,2019,7,LSU,3,0,5.7,2.18,0.74,1,0.74,5.7,2.18,5.75,2.22,0.73,0.73,5.75,2.22,57,1,2.46,9,1.57,SEC
7,0,3,1731312,2019-05-09,"College Station, TX",0,0,LSU,2019,7,Florida,0,3,7.96,3.12,0.71,1,0.71,7.96,3.12,8.11,3.12,0.73,0.73,8.11,3.12,56,1,1.8,9,1.43,SEC
7,1,4,1731310,2019-05-09,"College Station, TX",0,1,Arkansas,2019,6,Georgia,1,4.666666666666667,6.39,3.54,0.68,1,0.68,6.39,3.54,6.49,3.52,0.69,0.69,6.49,3.52,56,1,2.46,9,1.86,SEC
6,4,1,1731310,2019-05-09,"College Station, TX",0,0,Georgia,2019,7,Arkansas,4.666666666666667,1,8,2.83,0.71,1,0.71,8,2.83,8.06,2.86,0.71,0.71,8.06,2.86,56,1,2.09,9,2.34,SEC
7,2,0,1731313,2019-05-09,"College Station, TX",1421,1,Auburn,2019,7,Tennessee,2,0,6.85,3.34,0.67,1,0.67,6.85,3.34,6.94,3.41,0.67,0.67,6.94,3.41,55,1,2.32,9,2.48,SEC
7,0,2,1731313,2019-05-09,"College Station, TX",1421,0,Tennessee,2019,7,Auburn,0,2,8.03,2.54,0.74,1,0.74,8.03,2.54,8.18,2.55,0.75,0.75,8.18,2.55,53,1,2.74,9,1.37,SEC
7,4,9,1731311,2019-05-09,"College Station, TX",1257,1,Mississippi St.,2019,6,Ole Miss,4,10.5,6.4,4.77,0.61,1,0.61,6.4,4.77,6.45,4.67,0.62,0.62,6.45,4.67,54,1,1.96,9,2.8,SEC
6,9,4,1731311,2019-05-09,"College Station, TX",1257,0,Ole Miss,2019,7,Mississippi St.,10.5,4,6.61,2.89,0.7,1,0.7,6.61,2.89,6.54,2.87,0.69,0.69,6.54,2.87,53,1,3.22,9,2.06,SEC
8,1,2,1731314,2019-05-09,"College Station, TX",1421,1,Georgia,2019,8,Alabama,0.875,1.75,7.88,2.81,0.7,1,0.7,7.88,2.81,8,2.83,0.71,0.71,8,2.83,57,0,1.98,9,2.44,SEC
8,2,1,1731314,2019-05-09,"College Station, TX",1421,0,Alabama,2019,8,Georgia,1.75,0.875,7.71,2.14,0.89,1,0.89,7.71,2.14,7.82,2.17,0.89,0.89,7.82,2.17,57,1,2.46,9,1.86,SEC
7,0,3,1731794,2019-05-10,"College Station, TX",1237,1,Auburn,2019,6,Florida,0,3.5,6.73,3.35,0.66,1,0.66,6.73,3.35,6.85,3.34,0.67,0.67,6.85,3.34,56,1,1.8,10,1.43,SEC
6,3,0,1731794,2019-05-10,"College Station, TX",1237,0,Florida,2019,7,Auburn,3.5,0,5.67,2.14,0.74,1,0.74,5.67,2.14,5.7,2.18,0.74,0.74,5.7,2.18,58,1,2.74,10,1.37,SEC
5,0,8,1731315,2019-05-10,"College Station, TX",1342,1,Ole Miss,2019,4,Kentucky,0,14,6.49,3.1,0.69,1,0.69,6.49,3.1,6.61,2.89,0.7,0.7,6.61,2.89,54,1,3.02,10,3.12,SEC
4,8,0,1731315,2019-05-10,"College Station, TX",1342,0,Kentucky,2019,5,Ole Miss,14,0,7.99,3.74,0.61,1,0.61,7.99,3.74,7.88,3.81,0.6,0.6,7.88,3.81,54,1,1.96,10,2.8,SEC
7,3,6,1731795,2019-05-10,"College Station, TX",1558,1,Kentucky,2019,6,Alabama,3,7,7.9,3.79,0.6,1,0.6,7.9,3.79,7.99,3.74,0.61,0.61,7.99,3.74,55,0,1.98,10,2.44,SEC
6,6,3,1731795,2019-05-10,"College Station, TX",1558,0,Alabama,2019,7,Kentucky,7,3,7.7,2.16,0.9,1,0.9,7.7,2.16,7.71,2.14,0.89,0.89,7.71,2.14,58,1,3.02,10,3.12,SEC
7,2,1,1731990,2019-05-11,"College Station, TX",2233,1,Florida,2019,7,Alabama,2,1,5.6,2.12,0.75,1,0.75,5.6,2.12,5.67,2.14,0.74,0.74,5.67,2.14,59,0,1.98,11,2.44,SEC
7,1,2,1731990,2019-05-11,"College Station, TX",2233,0,Alabama,2019,7,Florida,1,2,7.59,2.16,0.88,1,0.88,7.59,2.16,7.7,2.16,0.9,0.9,7.7,2.16,59,1,1.8,11,1.43,SEC
7,0,5,1732642,2019-05-16,"Stillwater, Okla.",400,0,Arkansas,2019,7,Tulsa,0,5,6.28,3.57,0.67,1,0.67,6.28,3.57,6.39,3.54,0.68,0.68,6.39,3.54,57,0,2.77,16,2.73,AAC
6,3,0,1732629,2019-05-17,"Gainesville, Fla.",1436,0,Florida,2019,7,Boston U.,3.5,0,5.57,2.08,0.75,1,0.75,5.57,2.08,5.6,2.12,0.75,0.75,5.6,2.12,60,0,1.88,17,2.41,Patriot
6,7,2,1732664,2019-05-17,"Lexington, Ky.",1794,0,Kentucky,2019,7,Toledo,8.166666666666666,2,7.91,3.76,0.61,1,0.61,7.91,3.76,7.9,3.79,0.6,0.6,7.9,3.79,56,0,4.19,17,2.72,MAC
6,2,0,1732692,2019-05-17,"Baton Rouge, La.",1486,0,LSU,2019,7,Monmouth,2.3333333333333335,0,7.86,3.06,0.72,1,0.72,7.86,3.06,7.96,3.12,0.71,0.71,7.96,3.12,57,0,2.36,17,3.08,MAAC
6,5,3,1732656,2019-05-17,"Seattle, WA",0,0,Mississippi St.,2019,7,Seattle U,5.833333333333333,3,6.39,4.74,0.62,1,0.62,6.39,4.74,6.4,4.77,0.61,0.61,6.4,4.77,55,0,2.29,17,3.07,WAC
4,12,0,1732671,2019-05-17,"Oxford, Miss.",1620,0,Ole Miss,2019,5,Chattanooga,21,0,6.75,3.04,0.69,1,0.69,6.75,3.04,6.49,3.1,0.69,0.69,6.49,3.1,55,0,2.23,17,3.76,SoCon
6,7,4,1732705,2019-05-17,"Los Angeles, Calif.",0,0,Missouri,2019,7,Cal St. Fullerton,8.166666666666666,4,6.22,4.04,0.59,1,0.59,6.22,4.04,6.19,4.04,0.58,0.58,6.19,4.04,56,0,2.57,17,3.27,Big West
7,2,3,1732649,2019-05-17,"Tallahassee, Fla.",1033,0,South Carolina,2019,7,South Fla.,2,3,7.13,3.65,0.67,1,0.67,7.13,3.65,7.23,3.67,0.68,0.68,7.23,3.67,54,0,1.84,17,2.47,AAC
6,8,0,1732636,2019-05-17,"Knoxville, Tenn,",1440,0,Tennessee,2019,6,Longwood,9.333333333333334,0,8.05,2.5,0.74,1,0.74,8.05,2.5,8.03,2.54,0.74,0.74,8.03,2.54,54,0,3.15,17,2.2,Big South
7,1,3,1732614,2019-05-17,"Austin, Texas",0,1,Texas A&M,2019,6,Houston,1,3.5,5.75,4.99,0.52,1,0.52,5.75,4.99,5.84,5.02,0.53,0.53,5.84,5.02,54,0,1.9,17,1.92,AAC
6,8,2,1732622,2019-05-17,"Tuscaloosa, AL",2630,0,Alabama,2019,7,Alabama St.,9.333333333333334,2,7.62,2.15,0.88,1,0.88,7.62,2.15,7.59,2.16,0.88,0.88,7.59,2.16,60,0,3.49,17,5.03,SWAC
7,3,6,1732645,2019-05-17,"Stillwater, Okla.",344,1,Arkansas,2019,6,BYU,3,7,6.22,3.63,0.66,1,0.66,6.22,3.63,6.28,3.57,0.67,0.67,6.28,3.57,58,0,3.28,17,2.95,WCC
6,10,5,1732677,2019-05-17,"Tucson, Ariz.",2639,0,Auburn,2019,7,Colorado St.,11.666666666666666,5,6.81,3.38,0.67,1,0.67,6.81,3.38,6.73,3.35,0.66,0.66,6.73,3.35,57,0,2.45,17,3.82,Mountain West
8,6,4,1732684,2019-05-17,"Minneapolis, Minn.",960,0,Georgia,2019,8,Drake,5.25,3.5,7.83,2.82,0.71,1,0.71,7.83,2.82,7.88,2.81,0.7,0.7,7.88,2.81,58,0,1.9,17,1.27,MVC
5,8,0,1732630,2019-05-18,"Gainesville, Fla.",1924,1,Florida,2019,5,Boise St.,11.2,0,5.66,2.05,0.75,1,0.75,5.66,2.05,5.57,2.08,0.75,0.75,5.57,2.08,61,0,3.01,18,3.16,Mountain West
8,7,4,1732688,2019-05-18,"Minneapolis, Minn.",914,1,Georgia,2019,7,Drake,6.125,4,7.8,2.84,0.71,1,0.71,7.8,2.84,7.83,2.82,0.71,0.71,7.83,2.82,59,0,1.9,18,1.27,MVC
6,8,1,1732665,2019-05-18,"Lexington, Ky.",0,0,Kentucky,2019,7,Virginia Tech,9.333333333333334,1,7.93,3.71,0.61,1,0.61,7.93,3.71,7.91,3.76,0.61,0.61,7.91,3.76,57,1,1.86,18,2.34,ACC
13,5,4,1732693,2019-05-18,"Baton Rouge, La.",1241,0,LSU,2019,13,Texas Tech,2.6923076923076925,2.1538461538461537,7.78,3.05,0.72,1,0.72,7.78,3.05,7.86,3.06,0.72,0.72,7.86,3.06,58,1,2.91,18,3.78,Big 12
7,7,3,1732660,2019-05-18,"Seattle, WA",1661,1,Mississippi St.,2019,7,Seattle U,7,3,6.4,4.71,0.62,1,0.62,6.4,4.71,6.39,4.74,0.62,0.62,6.39,4.74,56,0,2.29,18,3.07,WAC
7,1,6,1732658,2019-05-18,"Seattle, WA",1661,1,Mississippi St.,2019,6,Washington,1,7,6.31,4.75,0.61,1,0.61,6.31,4.75,6.4,4.71,0.62,0.62,6.4,4.71,57,1,1.59,18,1.18,Pac-12
5,10,0,1732674,2019-05-18,"Oxford, Miss.",1502,1,Ole Miss,2019,5,Southeast Mo. St.,14,0,6.88,2.99,0.7,1,0.7,6.88,2.99,6.75,3.04,0.69,0.69,6.75,3.04,56,0,2.74,18,3.27,OVC
7,0,2,1732672,2019-05-18,"Oxford, Miss.",1683,0,Ole Miss,2019,7,Louisiana,0,2,6.76,2.97,0.68,1,0.68,6.76,2.97,6.88,2.99,0.7,0.7,6.88,2.99,57,0,1.43,18,1.99,Sun Belt
5,1,9,1732707,2019-05-18,"Los Angeles, Calif.",0,1,Missouri,2019,4,UCLA,1.4,15.75,6.14,4.25,0.58,1,0.58,6.14,4.25,6.22,4.04,0.59,0.59,6.22,4.04,57,1,1.16,18,1.83,Pac-12
7,7,0,1732709,2019-05-18,"Los Angeles, Calif.",1136,1,Missouri,2019,7,Weber St.,7,0,6.15,4.18,0.59,1,0.59,6.15,4.18,6.14,4.25,0.58,0.58,6.14,4.25,58,0,4.44,18,3.36,Big Sky
5,10,0,1732652,2019-05-18,"Tallahassee, Fla.",0,1,South Carolina,2019,5,Bethune-Cookman,14,0,7.26,3.59,0.67,1,0.67,7.26,3.59,7.13,3.65,0.67,0.67,7.13,3.65,55,0,3.31,18,3.59,MEAC
10,2,1,1732653,2019-05-18,"Tallahassee, Fla.",1178,1,South Carolina,2019,10,South Fla.,1.4,0.7,7.15,3.54,0.68,1,0.68,7.15,3.54,7.26,3.59,0.67,0.67,7.26,3.59,56,0,1.84,18,2.47,AAC
7,12,4,1732637,2019-05-18,"Knoxville, Tenn.",0,1,Tennessee,2019,7,Ohio St.,12,4,8.13,2.52,0.75,1,0.75,8.13,2.52,8.05,2.5,0.74,0.74,8.05,2.5,55,1,2.19,18,2.9,Big Ten
8,2,3,1732617,2019-05-18,"Austin, Texas",1401,0,Texas A&M,2019,8,Texas,1.75,2.625,5.68,4.95,0.51,1,0.51,5.68,4.95,5.75,4.99,0.52,0.52,5.75,4.99,55,1,1.66,18,2.45,Big 12
6,7,4,1732623,2019-05-18,"Tuscaloosa, AL",0,0,Alabama,2019,7,Arizona St.,8.166666666666666,4,7.63,2.18,0.89,1,0.89,7.63,2.18,7.62,2.15,0.88,0.88,7.62,2.15,61,1,4.83,18,1.54,Pac-12
5,8,0,1732681,2019-05-18,"Tucson, Ariz.",2677,1,Auburn,2019,5,Colorado St.,11.2,0,6.89,3.32,0.67,1,0.67,6.89,3.32,6.81,3.38,0.67,0.67,6.81,3.38,58,0,2.45,18,3.82,Mountain West
7,1,2,1732679,2019-05-18,"Tucson, Ariz.",2639,1,Auburn,2019,6,Arizona,1,2.3333333333333335,6.79,3.3,0.66,1,0.66,6.79,3.3,6.89,3.32,0.67,0.67,6.89,3.32,59,1,1.41,18,1.94,Pac-12
8,1,2,1732686,2019-05-18,"Minneapolis, Minn.",1082,1,Georgia,2019,8,Minnesota,0.875,1.75,7.69,2.82,0.7,1,0.7,7.69,2.82,7.8,2.84,0.71,0.71,7.8,2.84,60,1,1.79,18,1.9,Big Ten
6,5,0,1732633,2019-05-19,"Gainesville, Fla.",1302,0,Florida,2019,7,Boise St.,5.833333333333333,0,5.66,2.02,0.76,1,0.76,5.66,2.02,5.66,2.05,0.75,0.75,5.66,2.05,62,0,3.01,19,3.16,Mountain West
6,11,1,1732668,2019-05-19,"Lexington, Ky.",1958,1,Kentucky,2019,6,Virginia Tech,12.833333333333334,1.1666666666666667,8.02,3.67,0.62,1,0.62,8.02,3.67,7.93,3.71,0.61,0.61,7.93,3.71,58,1,1.86,19,2.34,ACC
7,0,8,1732661,2019-05-19,"Seattle, Washington",1452,0,Mississippi St.,2019,7,Washington,0,8,6.2,4.81,0.6,1,0.6,6.2,4.81,6.31,4.75,0.61,0.61,6.31,4.75,58,1,1.59,19,1.18,Pac-12
7,5,1,1732675,2019-05-19,"Oxford, Miss.",1648,1,Ole Miss,2019,7,Louisiana,5,1,6.73,2.94,0.69,1,0.69,6.73,2.94,6.76,2.97,0.68,0.68,6.76,2.97,58,0,1.43,19,1.99,Sun Belt
7,5,4,1732676,2019-05-19,"Oxford, Miss.",1542,0,Ole Miss,2019,7,Louisiana,5,4,6.7,2.95,0.69,1,0.69,6.7,2.95,6.73,2.94,0.69,0.69,6.73,2.94,59,0,1.43,19,1.99,Sun Belt
6,5,1,1732710,2019-05-19,"Los Angeles, Calif.",0,0,Missouri,2019,7,UCLA,5.833333333333333,1,6.15,4.12,0.59,1,0.59,6.15,4.12,6.15,4.18,0.59,0.59,6.15,4.18,59,1,1.16,19,1.83,Pac-12
5,1,13,1732711,2019-05-19,"Los Angeles, Calif.",872,1,Missouri,2019,4,UCLA,1.4,22.75,6.07,4.43,0.58,1,0.58,6.07,4.43,6.15,4.12,0.59,0.59,6.15,4.12,60,1,1.16,19,1.83,Pac-12
7,6,7,1732654,2019-05-19,"Tallahassee, Fla.",1063,0,South Carolina,2019,7,Florida St.,6,7,7.13,3.6,0.67,1,0.67,7.13,3.6,7.15,3.54,0.68,0.68,7.15,3.54,57,1,2,19,1.5,ACC
7,9,8,1732626,2019-05-19,"Tuscaloosa, AL",2508,1,Alabama,2019,7,Arizona St.,9,8,7.65,2.28,0.89,1,0.89,7.65,2.28,7.63,2.18,0.89,0.89,7.63,2.18,62,1,4.83,19,1.54,Pac-12
7,3,12,1732682,2019-05-19,"Tucson, Ariz.",2705,0,Auburn,2019,7,Arizona,3,12,6.73,3.45,0.65,1,0.65,6.73,3.45,6.79,3.3,0.66,0.66,6.79,3.3,60,1,1.41,19,1.94,Pac-12
7,0,1,1732640,2019-05-19,"Knoxville, Tenn,",1548,1,Tennessee,2019,6,North Carolina,0,1.1666666666666667,7.98,2.5,0.73,1,0.73,7.98,2.5,8.13,2.52,0.75,0.75,8.13,2.52,56,0,3.01,19,3.24,ACC
7,4,5,1732697,2019-05-19,"Baton Rouge, La.",1331,1,LSU,2019,6,Texas Tech,4,5.833333333333333,7.71,3.1,0.71,1,0.71,7.71,3.1,7.78,3.05,0.72,0.72,7.78,3.05,59,1,2.91,19,3.78,Big 12
6,2,0,1732641,2019-05-19,"Knoxville, Tenn.",1548,0,Tennessee,2019,7,North Carolina,2.3333333333333335,0,7.88,2.45,0.74,1,0.74,7.88,2.45,7.98,2.5,0.73,0.73,7.98,2.5,57,0,3.01,19,3.24,ACC
6,5,1,1732696,2019-05-19,"Baton Rouge, La.",1331,0,LSU,2019,7,Texas Tech,5.833333333333333,1,7.68,3.06,0.72,1,0.72,7.68,3.06,7.71,3.1,0.71,0.71,7.71,3.1,60,1,2.91,19,3.78,Big 12
7,1,8,1732689,2019-05-20,"Minneapolis, Minn.",1256,0,Georgia,2019,7,Minnesota,1,8,7.58,2.91,0.69,1,0.69,7.58,2.91,7.69,2.82,0.7,0.7,7.69,2.82,61,1,1.79,20,1.9,Big Ten
6,3,0,1732576,2019-05-23,"Tuscaloosa, AL",2887,0,Alabama,2019,7,Texas,3.5,0,7.58,2.24,0.89,1,0.89,7.58,2.24,7.65,2.28,0.89,0.89,7.65,2.28,63,1,1.66,23,2.45,Big 12
7,0,3,1732587,2019-05-24,"Gainesville, Fla.",2106,1,Tennessee,2019,6,Florida,0,3.5,7.75,2.47,0.72,1,0.72,7.75,2.47,7.88,2.45,0.74,0.74,7.88,2.45,58,1,1.8,24,1.43,SEC
6,3,0,1732587,2019-05-24,"Gainesville, Fla.",2106,0,Florida,2019,7,Tennessee,3.5,0,5.63,1.99,0.76,1,0.76,5.63,1.99,5.66,2.02,0.76,0.76,5.66,2.02,63,1,2.32,24,2.48,SEC
7,0,3,1732577,2019-05-24,"Seattle, Washington",1846,1,Kentucky,2019,6,Washington,0,3.5,7.88,3.67,0.61,1,0.61,7.88,3.67,8.02,3.67,0.62,0.62,8.02,3.67,59,1,1.59,24,1.18,Pac-12
7,3,5,1732589,2019-05-24,"Minneapolis, Minn.",1344,1,LSU,2019,6,Minnesota,3,5.833333333333333,7.6,3.11,0.7,1,0.7,7.6,3.11,7.68,3.06,0.72,0.72,7.68,3.06,61,1,1.79,24,1.9,Big Ten
7,2,5,1732578,2019-05-24,"Tucson, Ariz.",2729,1,Ole Miss,2019,6,Arizona,2,5.833333333333333,6.62,3,0.68,1,0.68,6.62,3,6.7,2.95,0.69,0.69,6.7,2.95,60,1,1.41,24,1.94,Pac-12
7,5,7,1733393,2019-05-24,"Tuscaloosa, Ala.",3379,1,Alabama,2019,6,Texas,5,8.166666666666666,7.54,2.33,0.88,1,0.88,7.54,2.33,7.58,2.24,0.89,0.89,7.58,2.24,64,1,1.66,24,2.45,Big 12
9,2,3,1733410,2019-05-25,"Gainesville, Fla.",3140,1,Florida,2019,9,Tennessee,1.5555555555555556,2.3333333333333335,5.57,1.99,0.75,1,0.75,5.57,1.99,5.63,1.99,0.76,0.76,5.63,1.99,64,1,2.32,25,2.48,SEC
9,3,2,1733410,2019-05-25,"Gainesville, Fla.",3140,0,Tennessee,2019,9,Florida,2.3333333333333335,1.5555555555555556,7.65,2.46,0.73,1,0.73,7.65,2.46,7.75,2.47,0.72,0.72,7.75,2.47,59,1,1.8,25,1.43,SEC
7,0,5,1733408,2019-05-25,"Seattle, Washington",1879,0,Kentucky,2019,7,Washington,0,5,7.75,3.69,0.6,1,0.6,7.75,3.69,7.88,3.67,0.61,0.61,7.88,3.67,60,1,1.59,25,1.18,Pac-12
7,0,3,1733406,2019-05-25,"Minneapolis, Minn.",1288,0,LSU,2019,7,Minnesota,0,3,7.48,3.1,0.69,1,0.69,7.48,3.1,7.6,3.11,0.7,0.7,7.6,3.11,62,1,1.79,25,1.9,Big Ten
7,1,9,1733389,2019-05-25,"Tucson, Ariz.",2835,0,Ole Miss,2019,7,Arizona,1,9,6.53,3.1,0.67,1,0.67,6.53,3.1,6.62,3,0.68,0.68,6.62,3,61,1,1.41,25,1.94,Pac-12
6,8,5,1733394,2019-05-25,"Tuscaloosa, AL",2543,0,Alabama,2019,7,Texas,9.333333333333334,5,7.57,2.38,0.88,1,0.88,7.57,2.38,7.54,2.33,0.88,0.88,7.54,2.33,65,1,1.66,25,2.45,Big 12
8,1,2,1733411,2019-05-26,"Gainesville, Fla.",1754,1,Tennessee,2019,8,Florida,0.875,1.75,7.54,2.45,0.72,1,0.72,7.54,2.45,7.65,2.46,0.73,0.73,7.65,2.46,60,1,1.8,26,1.43,SEC
8,2,1,1733411,2019-05-26,"Gainesville, Fla.",1754,0,Florida,2019,8,Tennessee,1.75,0.875,5.51,1.97,0.75,1,0.75,5.51,1.97,5.57,1.99,0.75,0.75,5.57,1.99,65,1,2.32,26,2.48,SEC
7,1,2,1732592,2019-05-30,"Oklahoma City, Okla.",0,0,Florida,2019,7,Oklahoma St.,1,2,5.44,1.97,0.74,1,0.74,5.44,1.97,5.51,1.97,0.75,0.75,5.51,1.97,66,1,2.59,30,2.64,Big 12
7,2,3,1732591,2019-05-30,"Oklahoma City, Okla.",9290,1,Alabama,2019,6,Oklahoma,2,3.5,7.49,2.39,0.86,1,0.86,7.49,2.39,7.57,2.38,0.88,0.88,7.57,2.38,66,1,1.21,30,1.12,Big 12
5,3,15,1732594,2019-06-01,"Oklahoma City, Okla.",0,1,Florida,2019,4,Alabama,4.2,26.25,5.42,2.34,0.73,1,0.73,5.42,2.34,5.44,1.97,0.74,0.74,5.44,1.97,67,0,1.98,32,2.44,SEC
4,15,3,1732594,2019-06-01,"Oklahoma City, Okla.",0,0,Alabama,2019,5,Florida,26.25,4.2,7.77,2.42,0.87,1,0.87,7.77,2.42,7.49,2.39,0.86,0.86,7.49,2.39,67,1,1.8,32,1.43,SEC
7,2,0,1732595,2019-06-01,"Oklahoma City, Okla.",8971,1,Alabama,2019,7,Arizona,2,0,7.68,2.38,0.87,1,0.87,7.68,2.38,7.77,2.42,0.87,0.87,7.77,2.42,68,1,1.41,32,1.94,Pac-12
7,3,7,1732597,2019-06-02,"Oklahoma City, Okla.",7242,1,Alabama,2019,6,Oklahoma,3,8.166666666666666,7.61,2.47,0.86,1,0.86,7.61,2.47,7.68,2.38,0.87,0.87,7.68,2.38,69,1,1.21,33,1.12,Big 12
8,1,0,1732596,2019-06-02,"Oklahoma City, Okla.",9046,0,Alabama,2019,8,Oklahoma,0.875,0,7.52,2.43,0.86,1,0.86,7.52,2.43,7.61,2.47,0.86,0.86,7.61,2.47,70,1,1.21,33,1.12,Big 12
6,3,2,1852352,2020-02-06,"Baton Rouge, La.",1356,0,LSU,2020,7,Central Ark.,3.5,2,3.5,2,1,1,1,3.5,2,0,0,0,0,0,0,1,0,3.66,221,3.66,Southland
6,4,2,1852599,2020-02-07,"Columbia, S.C.",1240,0,South Carolina,2020,7,North Dakota St.,4.666666666666667,2,4.67,2,1,1,1,4.67,2,0,0,0,0,0,0,1,0,2.57,222,2.57,Summit League
7,3,1,1852447,2020-02-07,"Clearwater, FL",0,1,Missouri,2020,7,Notre Dame,3,1,3,1,1,1,1,3,1,0,0,0,0,0,0,1,1,2.68,222,2.68,ACC
6,3,2,1963721,2020-02-07,"Columbia, S.C.",100,0,South Carolina,2020,7,Ohio St.,3.5,2,4.08,2,1,1,1,4.08,2,4.67,2,1,1,4.67,2,2,1,2.29,222,2.29,Big Ten
6,7,5,1852631,2020-02-07,"Clearwater, Fla.",155,0,Missouri,2020,7,South Alabama,8.166666666666666,5,5.58,3,1,1,1,5.58,3,3,1,1,1,3,1,2,0,4.85,222,4.85,Sun Belt
6,5,2,1852508,2020-02-07,"Tallahassee, Fla.",0,0,Alabama,2020,7,North Carolina,5.833333333333333,2,5.83,2,1,1,1,5.83,2,0,0,0,0,0,0,1,0,2.88,222,2.88,ACC
8,7,8,1852391,2020-02-07,"Tallahassee, Fla.",1468,1,Alabama,2020,8,Florida St.,6.125,7,5.98,4.5,0.5,1,0.5,5.98,4.5,5.83,2,1,1,5.83,2,2,1,1.87,222,1.87,ACC
7,2,3,1852469,2020-02-07,"Las Cruces, N.M.",353,1,Arkansas,2020,6,Bradley,2,3.5,2,3.5,0,1,0,2,3.5,0,0,0,0,0,0,1,0,3.78,222,3.78,MVC
5,10,0,1852470,2020-02-07,Las Cruces,334,0,Arkansas,2020,5,UTEP,14,0,8,1.75,0.5,1,0.5,8,1.75,2,3.5,0,0,2,3.5,2,0,7,222,7,CUSA
5,0,8,1852439,2020-02-07,"Clearwater, Fla.",0,1,Auburn,2020,5,Baylor,0,11.2,0,11.2,0,1,0,0,11.2,0,0,0,0,0,0,1,1,3.96,222,3.96,Big 12
7,4,1,1852442,2020-02-07,"Clearwater, Fla.",0,1,Auburn,2020,7,Notre Dame,4,1,2,6.1,0.5,1,0.5,2,6.1,0,11.2,0,0,0,11.2,2,1,2.68,222,2.68,ACC
6,4,1,1852510,2020-02-07,"Tampa, Fla.",0,0,Florida,2020,7,Illinois St.,4.666666666666667,1,4.67,1,1,1,1,4.67,1,0,0,0,0,0,0,1,0,4.23,222,4.23,MVC
4,10,1,1852394,2020-02-07,"Athens, Ga.",235,0,Georgia,2020,5,Kent St.,17.5,1.4,17.5,1.4,1,1,1,17.5,1.4,0,0,0,0,0,0,1,0,4.02,222,4.02,MAC
